ImageNumber,ObjectNumber,FileName_ALLphal_image,FileName_DAPI_align,FileName_MAXb1,FileName_MAXb2,FileName_MAXb3,FileName_ecad_image,PathName_ALLphal_image,PathName_DAPI_align,PathName_MAXb1,PathName_MAXb2,PathName_MAXb3,PathName_ecad_image,Distance_Centroid_ecad_cells,Intensity_IntegratedIntensity_enhanced_cy7_b1,Intensity_IntegratedIntensity_enhanced_cy7_b2,Intensity_IntegratedIntensity_enhanced_cy7_b3,Intensity_IntegratedIntensity_enhanced_farred_b1,Intensity_IntegratedIntensity_enhanced_farred_b2,Intensity_IntegratedIntensity_enhanced_farred_b3,Intensity_IntegratedIntensity_enhanced_gold_b1,Intensity_IntegratedIntensity_enhanced_gold_b2,Intensity_IntegratedIntensity_enhanced_gold_b3,Intensity_IntegratedIntensity_enhanced_red_b1,Intensity_IntegratedIntensity_enhanced_red_b2,Intensity_IntegratedIntensity_enhanced_red_b3,Intensity_LowerQuartileIntensity_enhanced_cy7_b1,Intensity_LowerQuartileIntensity_enhanced_cy7_b2,Intensity_LowerQuartileIntensity_enhanced_cy7_b3,Intensity_LowerQuartileIntensity_enhanced_farred_b1,Intensity_LowerQuartileIntensity_enhanced_farred_b2,Intensity_LowerQuartileIntensity_enhanced_farred_b3,Intensity_LowerQuartileIntensity_enhanced_gold_b1,Intensity_LowerQuartileIntensity_enhanced_gold_b2,Intensity_LowerQuartileIntensity_enhanced_gold_b3,Intensity_LowerQuartileIntensity_enhanced_red_b1,Intensity_LowerQuartileIntensity_enhanced_red_b2,Intensity_LowerQuartileIntensity_enhanced_red_b3,Intensity_MaxIntensity_enhanced_cy7_b1,Intensity_MaxIntensity_enhanced_cy7_b2,Intensity_MaxIntensity_enhanced_cy7_b3,Intensity_MaxIntensity_enhanced_farred_b1,Intensity_MaxIntensity_enhanced_farred_b2,Intensity_MaxIntensity_enhanced_farred_b3,Intensity_MaxIntensity_enhanced_gold_b1,Intensity_MaxIntensity_enhanced_gold_b2,Intensity_MaxIntensity_enhanced_gold_b3,Intensity_MaxIntensity_enhanced_red_b1,Intensity_MaxIntensity_enhanced_red_b2,Intensity_MaxIntensity_enhanced_red_b3,Intensity_MeanIntensity_enhanced_cy7_b1,Intensity_MeanIntensity_enhanced_cy7_b2,Intensity_MeanIntensity_enhanced_cy7_b3,Intensity_MeanIntensity_enhanced_farred_b1,Intensity_MeanIntensity_enhanced_farred_b2,Intensity_MeanIntensity_enhanced_farred_b3,Intensity_MeanIntensity_enhanced_gold_b1,Intensity_MeanIntensity_enhanced_gold_b2,Intensity_MeanIntensity_enhanced_gold_b3,Intensity_MeanIntensity_enhanced_red_b1,Intensity_MeanIntensity_enhanced_red_b2,Intensity_MeanIntensity_enhanced_red_b3,Intensity_MedianIntensity_enhanced_cy7_b1,Intensity_MedianIntensity_enhanced_cy7_b2,Intensity_MedianIntensity_enhanced_cy7_b3,Intensity_MedianIntensity_enhanced_farred_b1,Intensity_MedianIntensity_enhanced_farred_b2,Intensity_MedianIntensity_enhanced_farred_b3,Intensity_MedianIntensity_enhanced_gold_b1,Intensity_MedianIntensity_enhanced_gold_b2,Intensity_MedianIntensity_enhanced_gold_b3,Intensity_MedianIntensity_enhanced_red_b1,Intensity_MedianIntensity_enhanced_red_b2,Intensity_MedianIntensity_enhanced_red_b3,Intensity_MinIntensity_enhanced_cy7_b1,Intensity_MinIntensity_enhanced_cy7_b2,Intensity_MinIntensity_enhanced_cy7_b3,Intensity_MinIntensity_enhanced_farred_b1,Intensity_MinIntensity_enhanced_farred_b2,Intensity_MinIntensity_enhanced_farred_b3,Intensity_MinIntensity_enhanced_gold_b1,Intensity_MinIntensity_enhanced_gold_b2,Intensity_MinIntensity_enhanced_gold_b3,Intensity_MinIntensity_enhanced_red_b1,Intensity_MinIntensity_enhanced_red_b2,Intensity_MinIntensity_enhanced_red_b3,Intensity_StdIntensity_enhanced_cy7_b1,Intensity_StdIntensity_enhanced_cy7_b2,Intensity_StdIntensity_enhanced_cy7_b3,Intensity_StdIntensity_enhanced_farred_b1,Intensity_StdIntensity_enhanced_farred_b2,Intensity_StdIntensity_enhanced_farred_b3,Intensity_StdIntensity_enhanced_gold_b1,Intensity_StdIntensity_enhanced_gold_b2,Intensity_StdIntensity_enhanced_gold_b3,Intensity_StdIntensity_enhanced_red_b1,Intensity_StdIntensity_enhanced_red_b2,Intensity_StdIntensity_enhanced_red_b3,Intensity_UpperQuartileIntensity_enhanced_cy7_b1,Intensity_UpperQuartileIntensity_enhanced_cy7_b2,Intensity_UpperQuartileIntensity_enhanced_cy7_b3,Intensity_UpperQuartileIntensity_enhanced_farred_b1,Intensity_UpperQuartileIntensity_enhanced_farred_b2,Intensity_UpperQuartileIntensity_enhanced_farred_b3,Intensity_UpperQuartileIntensity_enhanced_gold_b1,Intensity_UpperQuartileIntensity_enhanced_gold_b2,Intensity_UpperQuartileIntensity_enhanced_gold_b3,Intensity_UpperQuartileIntensity_enhanced_red_b1,Intensity_UpperQuartileIntensity_enhanced_red_b2,Intensity_UpperQuartileIntensity_enhanced_red_b3,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_ecad_cells
10,1,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,39.21123573,0.005996796,0.008026246,0.014572366,0.008026246,0.229068429,0.011291676,0.019699398,0.021103228,0.024795911,1.478141457,0.016067756,1.341161191,0.00015259,0.000167849,0.000457771,0.000274662,0.004303044,0.000396735,0.00077821,0,0.000793469,0.035538264,0,0.028213933,0.001083391,0.001083391,0.001739528,0.001235981,0.038879987,0.00125124,0.002639811,0.005752651,0.002838178,0.303395122,0.002883956,0.172182798,0.0003748,0.000401312,0.000728618,0.00050164,0.011453421,0.000564584,0.001231212,0.001055161,0.001239796,0.092383841,0.000803388,0.06705806,0.000442512,0.000427253,0.000701915,0.000488289,0.007370107,0.000518807,0.00140383,0,0.001190204,0.065644316,0.000686657,0.067307547,0,0,3.05E-05,7.63E-05,0,0.000167849,0.000183108,0,0,0.019531548,0,0.0062562,0.000313598,0.000308032,0.000450047,0.00034077,0.010379174,0.000284612,0.000601758,0.001599501,0.000750084,0.076848381,0.000951768,0.046817852,0.000610361,0.000579843,0.001083391,0.000656138,0.020263981,0.000839246,0.001678492,0.002075227,0.001693751,0.140489817,0.001373312,0.093095288,1748.5,28.5,1,1
10,2,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,4.96124249,0.007858396,0.016830701,0.02667277,0.049195088,0.064789808,0.034363317,0.055832764,0.0853132,0.044754713,1.29010449,0.169176763,0.776104324,7.63E-05,0.000274662,0.000610361,0.001571679,6.10E-05,0.000686656,0.001998932,0,0.000885023,0.039337762,0.001083391,0.015793085,0.001297017,0.001068132,0.001647974,0.003356985,0.006347753,0.002090486,0.003463798,0.010086214,0.00296025,0.094102383,0.014801253,0.049485013,0.000327433,0.000525959,0.000833524,0.002049795,0.002024682,0.001073854,0.002326365,0.002666038,0.001398585,0.053754354,0.005286774,0.02425326,0.000350958,0.000549325,0.000762951,0.002121004,0.001083391,0.001022354,0.002426185,0.002761884,0.001464866,0.050186921,0.004806589,0.022278167,0,0,0,0.001113909,0,0.000366217,0.001007095,0,0,0.029846642,0,0,0.000312002,0.000294453,0.000367501,0.000574441,0.002103883,0.000456764,0.000697909,0.002642902,0.000686239,0.01770621,0.004634641,0.012737097,0.000549325,0.000747692,0.001113909,0.002273594,0.003692683,0.001388571,0.002899214,0.00497444,0.00202945,0.061524369,0.008896008,0.036240175,1856.5,28.375,2,2
10,3,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,17.01899924,0.019913024,0.022186618,0.033493553,0.048249027,0.179674982,0.040009155,0.063950561,0.305485614,0.053009842,1.633401975,0.400152568,1.048355881,0.00047303,0.000492103,0.000843061,0.00141146,0.004486152,0.000946059,0.00132372,0.006733043,0.001228351,0.048683911,0.008705271,0.023685819,0.001312276,0.001434348,0.001922637,0.002990768,0.008300908,0.002075227,0.005935759,0.015396352,0.002578775,0.079774164,0.020859083,0.052460518,0.000686656,0.000672322,0.001014956,0.00166376,0.005444696,0.001212399,0.002205192,0.00925714,0.001606359,0.056324206,0.012125835,0.03176836,0.000770581,0.000656138,0.001022354,0.001678492,0.005058366,0.001136797,0.002121004,0.008941787,0.001525902,0.056664377,0.013130387,0.028580146,0,0,0,0.000732433,0.002746624,0.000579843,0,0.00422675,0.000503548,0.024338141,0.0018616,0.01620508,0.000350305,0.000316037,0.000440396,0.000531896,0.00148639,0.000390028,0.001224561,0.003019851,0.000555472,0.014676317,0.005362639,0.009903783,0.000926986,0.000953689,0.001430533,0.00202182,0.006748303,0.001525902,0.002994583,0.012127107,0.00210193,0.070054162,0.016403449,0.04092851,1888.818182,29.90909091,3,6
10,4,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,17.03910604,0.001052873,0.000762951,0.000915541,0.001083391,0.003356985,0.001785306,0.001602197,0.005569543,0.001617456,0.053742275,0.011352712,0.020904858,0.001052873,0.000762951,0.000915541,0.001083391,0.003356985,0.001785306,0.001602197,0.005569543,0.001617456,0.053742275,0.011352712,0.020904858,0.001052873,0.000762951,0.000915541,0.001083391,0.003356985,0.001785306,0.001602197,0.005569543,0.001617456,0.053742275,0.011352712,0.020904858,0.001052873,0.000762951,0.000915541,0.001083391,0.003356985,0.001785306,0.001602197,0.005569543,0.001617456,0.053742275,0.011352712,0.020904858,0.001052873,0.000762951,0.000915541,0.001083391,0.003356985,0.001785306,0.001602197,0.005569543,0.001617456,0.053742275,0.011352712,0.020904858,0.001052873,0.000762951,0.000915541,0.001083391,0.003356985,0.001785306,0.001602197,0.005569543,0.001617456,0.053742275,0.011352712,0.020904858,0,0,0,0,0,0,0,0,0,0,0,0,0.001052873,0.000762951,0.000915541,0.001083391,0.003356985,0.001785306,0.001602197,0.005569543,0.001617456,0.053742275,0.011352712,0.020904858,1892,30,4,6
10,5,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,52.24153382,0.003921569,0.003723201,0.003402762,0.01388571,0.020981155,0.00764477,0.024521248,0.064240478,0.011810483,0.422003523,0.056946669,0.189578116,0.000648508,0.000381476,0.000419623,0.001937896,0.002883955,0.00125124,0.003967346,0.010177767,0.001541161,0.060807206,0.008819714,0.029945835,0.00077821,0.001541161,0.001480125,0.003173877,0.005233845,0.001541161,0.004638742,0.014328219,0.00265507,0.086732298,0.013595793,0.037232026,0.000653595,0.000620534,0.000567127,0.002314285,0.003496859,0.001274128,0.004086875,0.010706746,0.001968414,0.07033392,0.009491111,0.031596353,0.000671397,0.000579843,0.000457771,0.002563516,0.003784237,0.001266499,0.004409858,0.011764705,0.002258335,0.074998081,0.012664985,0.032166019,0.000457771,0.000122072,0,0.001297017,0.001953155,0.001022354,0.002944991,0.005798429,0.001449607,0.053070873,0,0.024673834,9.87E-05,0.000451253,0.000450371,0.000653273,0.001183941,0.000151506,0.000596106,0.002652607,0.000474586,0.013039805,0.004840935,0.004284681,0.000747692,0.001129168,0.001052873,0.003074693,0.004737927,0.001426719,0.004615854,0.013160905,0.002510109,0.086160079,0.013321128,0.036423296,1769,30.83333333,5,1
10,6,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,29.57355367,0.002868696,0.003494316,0.004135195,0.005096513,0.00390631,0.004592966,0.005020218,0.268879227,0.00296025,0.45146868,0.039307239,0.093018996,0.00030518,0.000366217,0.000244144,0.000411994,0,0.000289921,0.00030518,0.02012665,4.58E-05,0.050782025,0.002944991,0.008148318,0.000579843,0.000839246,0.000869764,0.001358053,0.001449607,0.001129168,0.001586938,0.064499885,0.00155642,0.073579013,0.009597925,0.027817195,0.000358587,0.00043679,0.000516899,0.000637064,0.000488289,0.000574121,0.000627527,0.033609903,0.000370031,0.056433585,0.004913405,0.011627374,0.000366217,0.000488289,0.000701915,0.000579843,0.000411994,0.000549325,0.00047303,0.03961242,0.000244144,0.057297628,0.005737392,0.009857327,0,4.58E-05,0.00015259,0,0,6.10E-05,0,0.007171741,0,0.039642937,0,0,0.000175645,0.000220457,0.000293656,0.000468315,0.000558103,0.000384359,0.000553255,0.018853539,0.000493196,0.010782113,0.002972123,0.008364265,0.000579843,0.000595102,0.000869764,0.001220722,0.001373312,0.001022354,0.001464866,0.053788055,0.00062562,0.071931019,0.007339589,0.021362631,1735,32.5,6,1
10,7,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,42.61268625,0.008209354,0.006301976,0.007049668,0.027817199,0.057755403,0.017868315,0.037888151,0.150774401,0.02856489,1.147188485,0.148592338,0.413122714,0.000381476,0.000213626,0.000190738,0.001617456,0.003318837,0.000953689,0.001983673,0.007919433,0.001579309,0.06135653,0.008117795,0.019974057,0.001983673,0.000854505,0.001297017,0.002914473,0.008133061,0.002121004,0.005188067,0.019287404,0.003143359,0.118379489,0.020004578,0.043854423,0.000586382,0.000450141,0.000503548,0.001986943,0.004125386,0.001276308,0.002706297,0.0107696,0.002040349,0.081942035,0.010613738,0.029508765,0.000457771,0.000564584,0.000350958,0.001968414,0.004135195,0.001312276,0.002548256,0.01063554,0.001785306,0.086274505,0.009933621,0.03155566,0.000106813,1.53E-05,0,0.000961319,0,0.000289921,0.000686656,0.004760813,0.00062562,0.045716032,0,0.015655749,0.000439711,0.000266035,0.000453573,0.000587145,0.002049467,0.000461339,0.001215733,0.0037559,0.000722636,0.023047174,0.005566918,0.00994071,0.000671397,0.000679026,0.001037613,0.002639811,0.005416952,0.001686122,0.003631647,0.013946747,0.002944991,0.101686113,0.0158999,0.039551388,1760.5,35.5,7,1
10,8,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,29.23686019,0.028656443,0.031647211,0.033890288,0.030319677,0.033447779,0.025345235,0.102204933,0.74303804,0.07821775,3.805828884,0.240299065,0.933058657,0.000534066,0.000488289,0.000427253,0.000396735,0.000167849,0.000335698,0.001327535,0.009887844,0.001022354,0.031418324,0.000808727,0.004348822,0.001129168,0.001571679,0.001739528,0.001586938,0.004547189,0.001739528,0.007705806,0.067826353,0.006210422,0.432150722,0.021255821,0.088685438,0.000651283,0.000719255,0.000770234,0.000689084,0.000760177,0.000576028,0.002322839,0.016887228,0.001777676,0.086496111,0.005461342,0.021205879,0.000640879,0.000701915,0.000823987,0.000701915,0.000518807,0.00047303,0.00202945,0.012466621,0.001678493,0.047913328,0.004516669,0.019684136,0,0,0,0,0,0,0,0.001022354,0,0,0,0,0.000277743,0.000340326,0.000438541,0.000368176,0.000915838,0.000377405,0.001759347,0.014441965,0.001190753,0.092726238,0.005313508,0.01994874,0.000839246,0.0009308,0.001113909,0.000976577,0.001190203,0.000823987,0.002609293,0.018814374,0.002212558,0.117250316,0.00857557,0.026626989,1687.045455,37.36363636,8,3
10,9,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,36.7196613,0.008194095,0.008377203,0.009811551,0.04121462,0.103654547,0.024353399,0.036301215,0.181536593,0.031052111,1.149401069,0.18728926,0.492271312,0.000274662,0.00031281,0.000320439,0.001510643,0.003562981,0.000923171,0.000991836,0.006828412,0.001426719,0.043106742,0.003669795,0.015136953,0.000823987,0.001083391,0.00109865,0.00373846,0.010727093,0.002273594,0.004303045,0.021850917,0.002456703,0.104310676,0.021805145,0.052918285,0.000455227,0.0004654,0.000545086,0.002289701,0.005758586,0.001352967,0.002016734,0.010085366,0.001725117,0.063855615,0.010404959,0.027348406,0.000457771,0.000457771,0.000579843,0.002563516,0.006759748,0.001342794,0.002014191,0.008682385,0.001907378,0.063248649,0.010406658,0.027420461,7.63E-05,0,0,0.000747692,0.001205463,0.000259403,0.000228886,0.001953155,0.000259403,0.033676654,0,0.008834966,0.000227141,0.000291579,0.00031934,0.000920002,0.002920854,0.000585283,0.001204961,0.004974554,0.000550442,0.02273147,0.007615804,0.014439912,0.000679026,0.000701915,0.000808728,0.003036546,0.007438773,0.001815824,0.003036545,0.014297705,0.002204929,0.09002059,0.018211644,0.041870758,1754.777778,37.72222222,9,1
10,10,MAX_ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1_MMStack.ome_GFP_ALLphal_cells_image.tiff,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_DAPI_align.tiff,MAX_ACT-V30_LNP_rep2A_liver_reg14_b1_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b2_1_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_reg14_b3_501_MMStack.ome.tif,MAX_ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1_MMStack.ome_GFP_ecad_cells_image.tiff,example_images/ACT-V30_LNP_rep2A_liver_phalloidin_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b1_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b2_1,example_images/ACT-V30_LNP_rep2A_liver_reg14_b3_501,example_images/ACT-V30_LNP_rep2A_liver_Ecad_beforeISS-reg14_1,26.44861789,0.0009308,0.001647974,0.001327535,0.003112841,0.008300908,0.002441444,0.006988632,0.016495004,0.002731365,0.126176849,0.014450293,0.039765015,0.0004654,0.000823987,0.000663767,0.00155642,0.004150454,0.001220722,0.003494316,0.008247502,0.001365683,0.063088425,0.007225147,0.019882508,0.000656138,0.001037613,0.000793469,0.001785306,0.005569544,0.001358053,0.00437934,0.008773938,0.00170901,0.072388798,0.008316167,0.021789886,0.0004654,0.000823987,0.000663767,0.00155642,0.004150454,0.001220722,0.003494316,0.008247502,0.001365683,0.063088425,0.007225147,0.019882508,0.000656138,0.001037613,0.000793469,0.001785306,0.005569544,0.001358053,0.00437934,0.008773938,0.00170901,0.072388798,0.008316167,0.021789886,0.000274662,0.000610361,0.000534066,0.001327535,0.002731364,0.001083391,0.002609293,0.007721066,0.001022355,0.053788051,0.006134126,0.017975129,0.000190738,0.000213626,0.000129702,0.000228885,0.00141909,0.000137331,0.000885023,0.000526436,0.000343328,0.009300373,0.00109102,0.001907378,0.000656138,0.001037613,0.000793469,0.001785306,0.005569544,0.001358053,0.00437934,0.008773938,0.00170901,0.072388798,0.008316167,0.021789886,1428.5,38,10,8
